Year,MES,LINEA,TIPO,TOTAL_MX,TOTAL_DLS
2018,06JUN,Ori.Cor,DLS,90859.24,4563.5
2018,06JUN,Otros Serv.,DLS,2485.71,124.85
2018,06JUN,Repuestos FX,DLS,91711.22,4606.29
2018,07JUL,Ensamble Kits,DLS,255224.12,13692.28
2018,07JUL,Estamp.,DLS,241354.14,12948.18
2018,07JUL,Hang Tag,DLS,37666.27,2020.72
2018,07JUL,HangTagImp.,DLS,40029.69,2147.52
2018,07JUL,Heat Transfer Rollo,DLS,108523.74,5822.09
2018,07JUL,Heat Transfer Unidad,DLS,86031.63,4615.43
2018,07JUL,Ori.Cor,DLS,92616.88,4968.72
2018,07JUL,Otros Serv.,DLS,114.8,6.16
2018,07JUL,Repuestos FX,DLS,65672.73,3523.22
2018,07JUL,Thermal,DLS,34623.65,1857.49
2018,07JUL,Urdido,DLS,239089.16,12826.67
2018,08AGO,Ensamble Kits,DLS,499445.98,26176.41
2018,08AGO,Estamp.,DLS,445433.13,23345.55
2018,08AGO,Hang Tag,DLS,22226.84,1164.93
2018,08AGO,HangTagImp.,DLS,62263.83,3263.3
2018,08AGO,Heat Transfer Rollo,DLS,201368.3,10553.89
2018,08AGO,Heat Transfer Unidad,DLS,428674.65,22467.22
2018,08AGO,Ori.Cor,DLS,76144.65,3990.81
2018,08AGO,Otros Serv.,DLS,12202.26,639.53
2018,08AGO,Repuestos,DLS,33461.82,1753.76
2018,08AGO,Repuestos FX,DLS,86371.97,4526.83
2018,08AGO,Sum. General,DLS,6995.68,366.65
2018,08AGO,Tear Away (Coated),DLS,53397.4,2798.61
2018,08AGO,Thermal,DLS,1750.46,91.74
2018,09SEP,Ensamble Kits,DLS,331890.93,17738.69
2018,09SEP,Estamp.,DLS,416865.08,22280.34
2018,09SEP,Hang Tag,DLS,51303.08,2742.01
2018,09SEP,HangTagImp.,DLS,43782.03,2340.03
2018,09SEP,Heat Transfer Rollo,DLS,59065.15,3156.88
2018,09SEP,Heat Transfer Unidad,DLS,221967.36,11863.57
2018,09SEP,Ori.Cor,DLS,77991.71,4168.45
2018,09SEP,Repuestos FX,DLS,56006.76,2993.41
2018,09SEP,Thermal,DLS,3846.58,205.59
2018,10OCT,Ensamble Kits,DLS,412549.77,20292.66
2018,10OCT,Estamp.,DLS,647360.22,31842.61
2018,10OCT,Hang Tag,DLS,43589.72,2144.11
2018,10OCT,HangTagImp.,DLS,40429.92,1988.68
2018,10OCT,Heat Transfer Rollo,DLS,139249.85,6849.48
2018,10OCT,Heat Transfer Unidad,DLS,150998.54,7427.38
2018,10OCT,Ori.Cor,DLS,115114.75,5662.31
2018,10OCT,Repuestos FX,DLS,30612.74,1505.79
2018,10OCT,Thermal,DLS,45970.66,2261.22
2018,11NOV,Ensamble Kits,DLS,308645.82,15129.7
2018,11NOV,Estamp.,DLS,211418.48,10363.65
2018,11NOV,Hang Tag,DLS,133848.25,6561.19
2018,11NOV,HangTagImp.,DLS,35386.96,1734.65
2018,11NOV,Heat Transfer Rollo,DLS,79265.88,3885.58
2018,11NOV,Heat Transfer Unidad,DLS,140478.71,6886.21
2018,11NOV,Ori.Cor,DLS,109102.52,5348.16
2018,11NOV,Otros Serv.,DLS,160350.4,7860.31
2018,11NOV,Repuestos FX,DLS,92636.43,4541
2018,11NOV,Tear Away (Coated),DLS,6510.23,319.13
2018,11NOV,Thermal,DLS,44176.65,2165.52
2018,12DIC,Ensamble Kits,DLS,329082.55,16755.73
2018,12DIC,Estamp.,DLS,119294.88,6074.08
2018,12DIC,Hang Tag,DLS,11054.07,562.83
2018,12DIC,HangTagImp.,DLS,27093.61,1379.51
2018,12DIC,Heat Transfer Rollo,DLS,88845.32,4523.69
2018,12DIC,Heat Transfer Unidad,DLS,426483.37,21715.04
2018,12DIC,Ori.Cor,DLS,113630.01,5785.64
2018,12DIC,Thermal,DLS,3358.24,170.99
2019,01ENE,Ensamble Kits,DLS,371150.12,19431.94
2019,01ENE,Estamp.,DLS,385844.53,20201.28
2019,01ENE,Hang Tag,DLS,763.08,39.95
2019,01ENE,HangTagImp.,DLS,64755.05,3390.32
2019,01ENE,Heat Transfer Rollo,DLS,36472.18,1909.54
2019,01ENE,Heat Transfer Unidad,DLS,166487.36,8716.62
2019,01ENE,Ori.Cor,DLS,232615.54,12178.82
2019,01ENE,Otros Serv.,DLS,433587.55,22700.92
2019,01ENE,Repuestos FX,DLS,59436.57,3111.86
2019,01ENE,Thermal,DLS,14763.42,772.95
2019,02FEB,Ensamble Kits,DLS,291003.89,15093.56
2019,02FEB,Estamp.,DLS,498937.83,25878.52
2019,02FEB,Hang Tag,DLS,50615.62,2625.29
2019,02FEB,HangTagImp.,DLS,90671.31,4702.87
2019,02FEB,Heat Transfer Rollo,DLS,79594.28,4128.33
2019,02FEB,Heat Transfer Unidad,DLS,149314.11,7744.51
2019,02FEB,Ori.Cor,DLS,34521.22,1790.52
2019,02FEB,Otros Serv.,DLS,6968.48,361.44
2019,02FEB,Repuestos FX,DLS,25385.79,1316.69
2019,02FEB,Te?ido,DLS,2036.26,105.62
2019,02FEB,Thermal,DLS,29693.48,1540.12
2019,03MAR,Ensamble Kits,DLS,428798.11,22080.23
2019,03MAR,Estamp.,DLS,359704.1,18522.35
2019,03MAR,Hang Tag,DLS,49253.61,2536.23
2019,03MAR,HangTagImp.,DLS,49395.59,2543.54
2019,03MAR,Heat Transfer Rollo,DLS,140331.33,7226.12
2019,03MAR,Heat Transfer Unidad,DLS,71584.78,3686.14
2019,03MAR,Materia prima,DLS,136150.56,7010.84
2019,03MAR,Ori.Cor,DLS,123521.12,6360.51
2019,03MAR,Otros Serv.,DLS,155034.4,7983.23
2019,03MAR,Repuestos,DLS,13053.13,672.15
2019,03MAR,Repuestos FX,DLS,96459.73,4967.03
2019,03MAR,Tear Away (Coated),DLS,288264,14843.67
2019,03MAR,Thermal,DLS,1298.41,66.86
2019,04MAR,Ensamble Kits,DLS,436979.4,23071.77
2019,04MAR,Estamp.,DLS,364394.65,19239.42
2019,04MAR,Hang Tag,DLS,54525.2,2878.84
2019,04MAR,HangTagImp.,DLS,52090.07,2750.27
2019,04MAR,Heat Transfer Rollo,DLS,190438.8,10054.85
2019,04MAR,Heat Transfer Unidad,DLS,113128.42,5972.99
2019,04MAR,Materia prima,DLS,42975.49,2269.03
2019,04MAR,Ori.Cor,DLS,176181.42,9302.08
2019,04MAR,Thermal,DLS,14356.61,758
2019,05MAY,Ensamble Kits,DLS,429630.22,21908.73
2019,05MAY,Estamp.,DLS,307198.94,15665.42
2019,05MAY,Hang Tag,DLS,66138.85,3372.71
2019,05MAY,HangTagImp.,DLS,69005.07,3518.87
2019,05MAY,Heat Transfer Rollo,DLS,132565.44,6760.09
2019,05MAY,Heat Transfer Unidad,DLS,101372.28,5169.42
2019,05MAY,Ori.Cor,DLS,138095.67,7042.1
2019,05MAY,Repuestos FX,DLS,60213.36,3070.54
2019,05MAY,Tear Away (Coated),DLS,239283.75,12202.13
2019,05MAY,Thermal,DLS,25304.08,1290.37
2019,06JUN,Ensamble Kits,DLS,507277.76,26393.22
2019,06JUN,Estamp.,DLS,167457.85,8712.69
2019,06JUN,Hang Tag,DLS,55099.47,2866.78
2019,06JUN,HangTagImp.,DLS,64109.34,3335.55
2019,06JUN,Heat Transfer Rollo,DLS,265514.51,13814.49
2019,06JUN,Heat Transfer Unidad,DLS,146236.88,7608.58
2019,06JUN,Ori.Cor,DLS,167306.03,8704.79
2019,06JUN,Otros Serv.,DLS,91734.54,4772.87
2019,06JUN,Repuestos FX,DLS,30691.5,1596.85
2019,06JUN,Tear Away (Coated),DLS,138062.16,7183.25
2019,06JUN,Thermal,DLS,24967.58,1299.04
2019,06JUN,Urdido,DLS,100880.83,5248.74
2019,07JUL,Ensamble Kits,DLS,342656.45,17911.99
2019,07JUL,Estamp.,DLS,304145.45,15898.87
2019,07JUL,Hang Tag,DLS,59110.75,3089.95
2019,07JUL,HangTagImp.,DLS,44520.55,2327.26
2019,07JUL,Heat Transfer Rollo,DLS,49174.29,2570.53
2019,07JUL,Heat Transfer Unidad,DLS,552140.07,28862.52
2019,07JUL,Ori.Cor,DLS,166104.78,8682.95
2019,07JUL,Otros Serv.,DLS,13321.49,696.37
2019,07JUL,Repuestos FX,DLS,74228.44,3880.21
2019,07JUL,Tear Away (Coated),DLS,68380.92,3574.54
2019,07JUL,Thermal,DLS,631.34,33
2019,08AGO,Ensamble Kits,DLS,276471.8,13782.24
2019,08AGO,Estamp.,DLS,364522.4,18171.61
2019,08AGO,Hang Tag,DLS,58471.01,2914.81
2019,08AGO,HangTagImp.,DLS,65739.98,3277.17
2019,08AGO,Heat Transfer Rollo,DLS,137612.82,6860.06
2019,08AGO,Heat Transfer Unidad,DLS,205922.1,10265.31
2019,08AGO,Ori.Cor,DLS,111532.51,5559.95
2019,08AGO,Otros Serv.,DLS,531152.27,26478.18
2019,08AGO,Repuestos FX,DLS,71167.18,3547.72
2019,08AGO,Thermal,DLS,11840.64,590.26
2019,09SEP,Bases,DLS,83521.61,4233.23
2019,09SEP,Ensamble Kits,DLS,276109.53,13994.4
2019,09SEP,Estamp.,DLS,312818.04,15854.94
2019,09SEP,Hang Tag,DLS,70051.32,3550.5
2019,09SEP,HangTagImp.,DLS,79622.21,4035.59
2019,09SEP,Heat Transfer Rollo,DLS,74824.43,3792.42
2019,09SEP,Heat Transfer Unidad,DLS,161596.93,8190.42
2019,09SEP,Ori.Cor,DLS,190375.36,9649.03
2019,09SEP,Otros Serv.,DLS,12640.03,640.65
2019,09SEP,Repuestos,DLS,1133.05,57.43
2019,09SEP,Repuestos FX,DLS,61837.78,3134.2
2019,09SEP,Te?ido,DLS,1915.15,97.07
2019,09SEP,Thermal,DLS,53417.11,2707.41
2019,10OCT,Ensamble Kits,DLS,287392.82,14945.02
2019,10OCT,Estamp.,DLS,199891.61,10394.78
2019,10OCT,Hang Tag,DLS,54273.23,2822.32
2019,10OCT,HangTagImp.,DLS,102000.07,5304.22
2019,10OCT,Heat Transfer Rollo,DLS,142608.73,7415.95
2019,10OCT,Heat Transfer Unidad,DLS,185249.36,9633.35
2019,10OCT,Materia prima,DLS,15274.73,794.32
2019,10OCT,Ori.Cor,DLS,160521.69,8347.46
2019,10OCT,Otros Serv.,DLS,323780.85,16837.28
2019,10OCT,Repuestos FX,DLS,39800.65,2069.72
2019,10OCT,Te?ido,DLS,13054.22,678.85
2019,10OCT,Thermal,DLS,17697.03,920.28
2019,11NOV,Ensamble Kits,DLS,328592.16,16799.19
2019,11NOV,Estamp.,DLS,270537.57,13831.16
2019,11NOV,Hang Tag,DLS,50746.36,2594.39
2019,11NOV,HangTagImp.,DLS,60977.5,3117.46
2019,11NOV,Heat Transfer Rollo,DLS,202772.87,10366.71
2019,11NOV,Heat Transfer Unidad,DLS,248611.84,12710.22
2019,11NOV,Ori.Cor,DLS,87561.09,4476.54
2019,11NOV,Otros Serv.,DLS,12488.32,638.46
2019,11NOV,Repuestos FX,DLS,56943.94,2911.24
2019,11NOV,Sum. General,DLS,7480.72,382.45
2019,11NOV,Thermal,DLS,17184.77,878.57
2019,12DIC,Ensamble Kits,DLS,317974.39,16797.38
2019,12DIC,Estamp.,DLS,91620.16,4839.95
2019,12DIC,Hang Tag,DLS,104922.92,5542.68
2019,12DIC,Heat Transfer Rollo,DLS,111012.83,5864.39
2019,12DIC,Heat Transfer Unidad,DLS,221038.3,11676.61
2019,12DIC,Ori.Cor,DLS,66858.49,3531.88
2019,12DIC,Otros Serv.,DLS,17021.97,899.21
2019,12DIC,Repuestos FX,DLS,104162.57,5502.51
2019,12DIC,Thermal,DLS,776.5,41.02
2020,01ENE,Ensamble Kits,DLS,282601.61,15000.09
2020,01ENE,Estamp.,DLS,203239.6,10787.66
2020,01ENE,HangTagImp.,DLS,15449.11,820.02
2020,01ENE,Heat Transfer Rollo,DLS,86601.76,4596.7
2020,01ENE,Heat Transfer Unidad,DLS,48013.92,2548.51
2020,01ENE,Ori.Cor,DLS,82697.16,4389.45
2020,01ENE,Repuestos FX,DLS,27933.86,1482.69
2020,01ENE,Thermal,DLS,4301.25,228.3
2020,02FEB,Ensamble Kits,DLS,218708.44,11152.9
2020,02FEB,Estamp.,DLS,177353.19,9044.02
2020,02FEB,Heat Transfer Rollo,DLS,22128.87,1128.45
2020,02FEB,Heat Transfer Unidad,DLS,115884.5,5909.46
2020,02FEB,Ori.Cor,DLS,103278.98,5266.65
2020,02FEB,Otros Serv.,DLS,928.58,47.35
2020,02FEB,Repuestos FX,DLS,49460.59,2522.21
2020,02FEB,Thermal,DLS,21939.31,1118.78
2020,03MAR,Ensamble Kits,DLS,288585.12,12171.45
2020,03MAR,Estamp.,DLS,300898.81,12690.8
2020,03MAR,Hang Tag,DLS,31012.52,1307.99
2020,03MAR,Heat Transfer Rollo,DLS,24101.99,1016.53
2020,03MAR,Heat Transfer Unidad,DLS,204583.01,8628.55
2020,03MAR,Ori.Cor,DLS,105969.16,4469.39
2020,03MAR,Repuestos FX,DLS,24122.23,1017.39
2020,04MAR,Ensamble Kits,DLS,182210.2,7541.81
2020,04MAR,Estamp.,DLS,45169.93,1869.62
2020,04MAR,Hang Tag,DLS,2219.3,91.86
2020,04MAR,Heat Transfer Unidad,DLS,101967.78,4220.52
2020,04MAR,Mascarilas Tejidas,DLS,1211842.13,50159.03
2020,04MAR,Ori.Cor,DLS,109252.23,4522.03
2020,04MAR,Thermal,DLS,5253.93,217.46
2020,05MAY,Ensamble Kits,DLS,547316.25,24687.25
2020,05MAY,Estamp.,DLS,38515.49,1737.28
2020,05MAY,Hang Tag,DLS,10090.37,455.14
2020,05MAY,Heat Transfer Rollo,DLS,3500.25,157.88
2020,05MAY,Heat Transfer Unidad,DLS,190283.07,8582.91
2020,05MAY,Mascarilas Tejidas,DLS,1794622.5,80948.24
2020,05MAY,Ori.Cor,DLS,110851.43,5000.06
2020,05MAY,Repuestos FX,DLS,26453.57,1193.21
2020,05MAY,Thermal,DLS,9626.12,434.2
2020,06JUN,Ensamble Kits,DLS,502384.58,21861.82
2020,06JUN,Estamp.,DLS,283830.44,12351.19
2020,06JUN,Hang Tag,DLS,9422.65,410.04
2020,06JUN,Heat Transfer Rollo,DLS,87601.82,3812.09
2020,06JUN,Heat Transfer Unidad,DLS,269240.46,11716.3
2020,06JUN,Mascarilas Tejidas,DLS,248138.52,10798.02
2020,06JUN,Ori.Cor,DLS,78143.99,3400.52
2020,06JUN,Repuestos,DLS,9761.97,424.8
2020,06JUN,Repuestos FX,DLS,46869.45,2039.58
2020,06JUN,Thermal,DLS,3267.45,142.19
2020,07JUL,Ensamble Kits,DLS,334512.63,15020.77
2020,07JUL,Estamp.,DLS,149494.88,6712.84
2020,07JUL,Heat Transfer Rollo,DLS,38726.36,1738.95
2020,07JUL,Heat Transfer Unidad,DLS,57770.7,2594.1
2020,07JUL,Mascarilas Tejidas,DLS,125112.49,5617.98
2020,07JUL,Ori.Cor,DLS,129904.72,5833.17
2020,07JUL,Repuestos,DLS,63223.83,2838.97
2020,07JUL,Repuestos FX,DLS,34986.3,1571.01
2020,07JUL,Te?ido,DLS,6493.8,291.59
2020,08AGO,Ensamble Kits,DLS,497297.21,22738.78
2020,08AGO,Estamp.,DLS,355774.76,16267.71
2020,08AGO,Hang Tag,DLS,72613.07,3320.21
2020,08AGO,Heat Transfer Rollo,DLS,3876.86,177.27
2020,08AGO,Heat Transfer Unidad,DLS,148871.52,6807.11
2020,08AGO,Mascarilas Tejidas,DLS,130836.42,5982.46
2020,08AGO,Ori.Cor,DLS,128607.74,5880.56
2020,08AGO,Repuestos FX,DLS,51144.01,2338.55
2020,08AGO,Thermal,DLS,26481.85,1210.88
2020,09SEP,Ensamble Kits,DLS,650603.09,29452.38
2020,09SEP,Estamp.,DLS,161851.56,7326.92
2020,09SEP,Hang Tag,DLS,166943.43,7557.42
2020,09SEP,Heat Transfer Rollo,DLS,123612.17,5595.84
2020,09SEP,Heat Transfer Unidad,DLS,123612.17,5595.84
2020,09SEP,Mascarilas Tejidas,DLS,136303.05,6170.35
2020,09SEP,Ori.Cor,DLS,183191.92,8292.98
2020,09SEP,Repuestos FX,DLS,106997.13,4843.69
2020,09SEP,Thermal,DLS,1593.45,72.13
2020,10OCT,Ensamble Kits,DLS,627797.12,29655.04
2020,10OCT,Estamp.,DLS,321075.16,15166.52
2020,10OCT,Hang Tag,DLS,169831.27,8022.26
2020,10OCT,Heat Transfer Rollo,DLS,99558.14,4702.79
2020,10OCT,Heat Transfer Unidad,DLS,99558.14,4702.79
2020,10OCT,Mascarilas Tejidas,DLS,265074.8,12521.25
2020,10OCT,Materia prima,DLS,18107.28,855.33
2020,10OCT,Ori.Cor,DLS,114587.1,5412.71
2020,10OCT,Repuestos FX,DLS,32767.63,1547.83
2020,10OCT,Thermal,DLS,30929.34,1461
2020,11NOV,Ensamble Kits,DLS,301840.11,14972.23
2020,11NOV,Estamp.,DLS,312851.03,15518.4
2020,11NOV,Hang Tag,DLS,66639.06,3305.51
2020,11NOV,Heat Transfer Rollo,DLS,153166.21,7597.53
2020,11NOV,Heat Transfer Unidad,DLS,153166.21,7597.53
2020,11NOV,Mascarilas Tejidas,DLS,22085.47,1095.51
2020,11NOV,Materia prima,DLS,12462.74,618.19
2020,11NOV,Ori.Cor,DLS,74935.37,3717.03
2020,11NOV,Repuestos,DLS,1657.24,82.2
2020,11NOV,Repuestos FX,DLS,27278.33,1353.09
2020,11NOV,Sum. General,DLS,970.06,48.12
2020,11NOV,Thermal,DLS,12404.48,615.3
2020,12DIC,Ensamble Kits,DLS,158074.14,7907.66
2020,12DIC,Estamp.,DLS,10950.16,547.78
2020,12DIC,Hang Tag,DLS,63339.81,3168.57
2020,12DIC,Heat Transfer Unidad,DLS,72107.86,3607.2
2020,12DIC,Mascarilas Tejidas,DLS,34917.57,1746.75
2020,12DIC,Ori.Cor,DLS,90871.54,4545.85
2020,12DIC,Repuestos FX,DLS,68026.86,3403.04
2020,12DIC,Thermal,DLS,8473.67,423.9
